economy,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023
MOZ,-54351.0,-40181.0,-38504.0,-37738.0,-35005.0,-30538.0,-31462.0,-27672.0,-26872.0,-24251.0,-18197.0,11297.0,35023.0,44951.0,51238.0,59562.0,61326.0,91082.0,95859.0,83699.0,-149650.0,-58347.0,-72852.0,-73899.0,-70532.0,-75642.0,-121350.0,-441710.0,-286247.0,-199509.0,-127215.0,-68644.0,-128960.0,272829.0,938163.0,108751.0,90975.0,-79732.0,-74952.0,-103223.0,-104476.0,-105130.0,-103102.0,-99484.0,-100824.0,-95770.0,-95333.0,-100490.0,-102534.0,-100625.0,-97079.0,-63638.0,-63131.0,-57067.0,-53625.0,-52374.0,-43398.0,-25043.0,-50224.0,-49080.0,-25864.0,-23103.0,-34936.0,-36276.0
MRT,-318.0,-332.0,-342.0,-362.0,-390.0,-434.0,-466.0,-514.0,-565.0,-688.0,-855.0,-1014.0,-1139.0,-1201.0,-1321.0,-1472.0,-1645.0,-2999.0,-2998.0,-2997.0,-2997.0,-2998.0,-2998.0,-2998.0,-2998.0,-2998.0,-2998.0,-2998.0,-2997.0,-17941.0,-3000.0,-2997.0,34505.0,6217.0,5304.0,-22997.0,-28840.0,-8187.0,-8504.0,-2999.0,-2997.0,-21067.0,-18903.0,-19104.0,-19042.0,-18693.0,-18033.0,-17048.0,-3860.0,-1481.0,1128.0,3272.0,4515.0,-2987.0,-2980.0,-3019.0,-3008.0,-3001.0,-2987.0,-3019.0,-1483.0,-1483.0,2999.0,2999.0
MUS,-7083.0,-8984.0,-6107.0,-5236.0,-4850.0,-3597.0,-4123.0,-1257.0,-2445.0,-674.0,-1281.0,-960.0,-2408.0,-2144.0,-4908.0,-3869.0,-3807.0,-3749.0,-3129.0,-2363.0,-1739.0,-1559.0,-2226.0,-1756.0,-258.0,615.0,852.0,-300.0,-1399.0,-2463.0,-1938.0,-1333.0,-1254.0,-1189.0,-1112.0,-1144.0,-1092.0,-1199.0,-1292.0,-1463.0,-2326.0,-3225.0,-3150.0,-3141.0,-3001.0,-2840.0,-2757.0,-2642.0,-2589.0,-2467.0,-2624.0,-2465.0,-3663.0,-3617.0,-3691.0,-3645.0,-4483.0,-5322.0,-5084.0,-5202.0,-5895.0,-4324.0,-2824.0,-2824.0
MWI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-924.0,-2266.0,-2147.0,-710.0,48.0,1623.0,3833.0,5162.0,8206.0,19638.0,36225.0,46388.0,52294.0,57376.0,62661.0,68197.0,72435.0,74625.0,62615.0,271693.0,201011.0,180031.0,71111.0,15291.0,37142.0,-284867.0,-505365.0,-66366.0,-66212.0,-61646.0,-39491.0,-31686.0,-28098.0,-28933.0,-30013.0,-31729.0,-32221.0,-31462.0,-29450.0,-22680.0,-9264.0,-8590.0,-9327.0,-12170.0,-13561.0,-12934.0,-10317.0,-6471.0,3505.0,982.0,-3267.0,-1837.0,-2655.0,-2666.0,-5231.0,-5811.0
MYS,-46948.0,-44916.0,-43033.0,-40952.0,-38785.0,-36456.0,-33993.0,-42108.0,-40996.0,-39420.0,-31839.0,-20535.0,-21305.0,-21995.0,-21919.0,-20480.0,-18316.0,-16601.0,-15059.0,-13980.0,80617.0,84142.0,89942.0,97862.0,106248.0,120215.0,127081.0,137759.0,133478.0,143544.0,135020.0,97111.0,66286.0,61079.0,66685.0,72393.0,73040.0,79266.0,99639.0,89335.0,125499.0,173613.0,196227.0,199510.0,212278.0,225864.0,232971.0,229784.0,202481.0,178410.0,157164.0,122269.0,134975.0,149637.0,159791.0,187663.0,222141.0,227677.0,221965.0,203284.0,101907.0,188506.0,188154.0,181071.0
NAC,472345.0,615446.0,661350.0,691671.0,686984.0,757701.0,782827.0,718604.0,703759.0,617729.0,1049751.0,1043502.0,923082.0,908205.0,862222.0,794540.0,742221.0,647181.0,609009.0,589978.0,718514.0,696572.0,689716.0,728967.0,678775.0,668520.0,614960.0,652199.0,698817.0,659116.0,1266215.0,1336866.0,1443024.0,1361904.0,1314172.0,1314783.0,1296122.0,1261718.0,1367569.0,1314754.0,1450069.0,1534417.0,1544464.0,1516905.0,1507896.0,1573681.0,1549754.0,1585181.0,1654956.0,1631767.0,1819621.0,1850912.0,1875518.0,1903573.0,1865383.0,1946342.0,2218584.0,2237644.0,2185487.0,2162471.0,586647.0,873940.0,1778997.0,1756510.0
NAM,-3227.0,-2807.0,-2403.0,-2016.0,-1660.0,-1327.0,-1023.0,-339.0,-636.0,-57.0,-244.0,-208.0,-236.0,-1066.0,-744.0,-553.0,-5048.0,-3907.0,-22827.0,-4818.0,-15041.0,-18901.0,-889.0,-481.0,-267.0,2090.0,3953.0,4559.0,10916.0,75072.0,3969.0,309.0,2487.0,5464.0,5578.0,5712.0,5866.0,6023.0,6180.0,6333.0,5709.0,2869.0,-1913.0,-6153.0,-7192.0,-8195.0,-8792.0,-8905.0,-8775.0,-8626.0,-8518.0,-4067.0,10957.0,10748.0,11134.0,12755.0,14002.0,16080.0,17920.0,19676.0,27056.0,31327.0,22212.0,11675.0
NCL,824.0,847.0,865.0,514.0,388.0,408.0,438.0,445.0,437.0,1365.0,2267.0,2345.0,2415.0,2552.0,2739.0,2838.0,-9.0,-1350.0,-1334.0,-1357.0,-1415.0,-1488.0,-1542.0,-531.0,-193.0,-230.0,-259.0,-273.0,-281.0,891.0,1300.0,1307.0,1328.0,1347.0,1382.0,1418.0,1067.0,940.0,981.0,1028.0,1070.0,1108.0,1140.0,1173.0,777.0,-44.0,53.0,48.0,41.0,821.0,1956.0,2013.0,2073.0,2198.0,631.0,-2530.0,-2605.0,-2614.0,-2650.0,-2335.0,-1181.0,-1181.0,485.0,485.0
NER,-3641.0,-2893.0,-2369.0,-2289.0,-2289.0,-2289.0,-2289.0,-2289.0,-2277.0,-2245.0,-2225.0,-2277.0,-2525.0,-2942.0,-3179.0,-3254.0,-3308.0,-3476.0,-3494.0,-3495.0,-5564.0,-7559.0,-8935.0,-9209.0,-9208.0,-6126.0,-2728.0,-2338.0,-1139.0,613.0,73.0,-1500.0,-2258.0,-2269.0,-959.0,3843.0,-8057.0,-13680.0,-7298.0,-12037.0,-8522.0,-8654.0,-9550.0,-8841.0,-9070.0,-9700.0,-10054.0,-10069.0,-9847.0,-9014.0,-8033.0,-6941.0,18714.0,-2543.0,3891.0,17051.0,14833.0,-6830.0,-3830.0,-15778.0,-4402.0,-4405.0,995.0,995.0
NGA,12131.0,25515.0,27906.0,27115.0,26411.0,32988.0,12513.0,18683.0,9615.0,6912.0,7953.0,-35639.0,-12962.0,-618.0,44281.0,75603.0,72889.0,129075.0,111258.0,137721.0,198672.0,106723.0,101116.0,-507539.0,113758.0,61514.0,29682.0,64418.0,93510.0,99588.0,135959.0,42760.0,138412.0,90200.0,128134.0,73243.0,84448.0,96885.0,145575.0,97195.0,74535.0,64163.0,69594.0,33857.0,46370.0,-17146.0,-12093.0,-9162.0,-13646.0,-18422.0,47966.0,67808.0,71138.0,40201.0,-19376.0,-116162.0,75265.0,78685.0,-76565.0,-99722.0,-14497.0,-86115.0,-51680.0,-57936.0
NIC,-2418.0,-2579.0,-2727.0,-2881.0,-3043.0,-3231.0,-3443.0,-3666.0,-3979.0,-4592.0,-5423.0,-6328.0,-7219.0,-7947.0,-8639.0,-9349.0,-10155.0,-11082.0,-12273.0,-14152.0,-15130.0,-17353.0,-19395.0,-20620.0,-22493.0,-23840.0,-24805.0,-25127.0,-24753.0,-24364.0,-24280.0,-24028.0,-24171.0,-24091.0,-24773.0,-25889.0,-35208.0,-36851.0,-38260.0,-40095.0,-42087.0,-43837.0,-44906.0,-44931.0,-44222.0,-33280.0,-32274.0,-31357.0,-30675.0,-29913.0,-29081.0,-28221.0,-27389.0,-26587.0,-25570.0,-24353.0,-23076.0,-21849.0,-20742.0,-19730.0,-10383.0,-10383.0,-7996.0,-7996.0
NLD,-13235.0,8258.0,18024.0,-21.0,15014.0,19444.0,20740.0,-10673.0,7243.0,21850.0,32438.0,32756.0,17470.0,18705.0,31645.0,68569.0,18774.0,19809.0,26639.0,42772.0,54010.0,17643.0,7644.0,11007.0,12902.0,27356.0,30380.0,39559.0,31026.0,31165.0,53564.0,51670.0,50148.0,44514.0,20193.0,15056.0,21792.0,31302.0,52058.0,47179.0,59308.0,56096.0,28824.0,7937.0,-9230.0,-22496.0,-25401.0,-304.0,32406.0,39832.0,33703.0,31224.0,14861.0,19973.0,36591.0,55585.0,88743.0,86332.0,87197.0,109003.0,67598.0,106416.0,224472.0,144558.0
NOR,-1427.0,1437.0,655.0,1061.0,-1571.0,-1525.0,-888.0,2460.0,1761.0,2230.0,-1034.0,3031.0,5603.0,3414.0,4425.0,3312.0,4779.0,4845.0,3823.0,2839.0,3763.0,6010.0,5749.0,4120.0,3856.0,6725.0,7616.0,13907.0,10380.0,-1730.0,1818.0,7949.0,10218.0,12567.0,7580.0,6343.0,5671.0,9744.0,13519.0,19147.0,9805.0,7906.0,17279.0,11389.0,13412.0,18588.0,24054.0,40111.0,44002.0,39316.0,42865.0,47454.0,47883.0,40690.0,38522.0,30242.0,26417.0,21657.0,18473.0,25707.0,11277.0,19804.0,58040.0,53806.0
NPL,-13223.0,-10601.0,-9249.0,-8303.0,-6087.0,-1551.0,-3306.0,347.0,-746.0,-527.0,1847.0,-7284.0,-2107.0,-1076.0,-4361.0,-6686.0,-15119.0,2108.0,346.0,88.0,5084.0,-4855.0,-3898.0,1304.0,-19300.0,-30154.0,-47017.0,-72437.0,-64246.0,-39808.0,-640.0,17056.0,84113.0,-37782.0,-27415.0,-86232.0,-92307.0,-98454.0,-108400.0,-122551.0,-147193.0,-148973.0,-153730.0,-168314.0,-197336.0,-211024.0,-241455.0,-252526.0,-261540.0,-266144.0,-269963.0,-347552.0,-371707.0,-373064.0,-310156.0,-221062.0,-341748.0,-368787.0,-295151.0,182203.0,162139.0,130001.0,-379321.0,-409782.0
NRU,76.0,120.0,158.0,181.0,203.0,218.0,-32.0,-28.0,180.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,40.0,48.0,44.0,44.0,30.0,-5.0,-2.0,8.0,21.0,27.0,29.0,24.0,20.0,0.0,-121.0,-194.0,-196.0,-201.0,-204.0,-209.0,-217.0,-227.0,-236.0,-252.0,-247.0,-199.0,-210.0,-217.0,-224.0,-235.0,-243.0,-249.0,-246.0,-206.0,-38.0,-53.0,-69.0,-86.0,-105.0,-115.0,-131.0,-171.0,-214.0,-137.0,-144.0,-148.0
NZL,3846.0,10689.0,12697.0,10226.0,9806.0,9245.0,9161.0,-2289.0,-11853.0,-5212.0,4511.0,7547.0,17779.0,28261.0,27580.0,13196.0,-9138.0,-22697.0,-28783.0,-26694.0,-15423.0,-7606.0,7982.0,11464.0,-901.0,-13462.0,-10234.0,-7631.0,-17005.0,-8818.0,70432.0,31156.0,6460.0,12638.0,20420.0,26743.0,25169.0,12040.0,-1387.0,-7634.0,-6604.0,17793.0,48195.0,42456.0,24521.0,19212.0,14542.0,3053.0,4804.0,12700.0,6722.0,-2196.0,-1015.0,26385.0,57974.0,70870.0,75512.0,68349.0,59139.0,69770.0,42124.0,-14944.0,21404.0,21404.0
OED,276837.0,379251.0,779676.0,659388.0,390628.0,606513.0,864817.0,229275.0,738728.0,826376.0,490678.0,1488041.0,1192587.0,1175141.0,684454.0,191563.0,301734.0,267286.0,273235.0,370914.0,898047.0,109821.0,65182.0,274220.0,176471.0,533107.0,775502.0,806651.0,1258980.0,1490692.0,2405369.0,2078130.0,2307677.0,1815819.0,2143215.0,1101114.0,1473881.0,1255463.0,734998.0,1890659.0,2009988.0,2391044.0,3129937.0,3147001.0,3035699.0,2999002.0,2507152.0,3662066.0,3593650.0,3116316.0,3383262.0,3520724.0,3340578.0,3775404.0,4537892.0,5501587.0,4775975.0,5639570.0,5388364.0,5032997.0,2244004.0,2662243.0,6803692.0,3840307.0
OMN,-2996.0,-2996.0,-2996.0,-2996.0,-2996.0,-2996.0,-2996.0,-2996.0,-2996.0,-2996.0,-2996.0,-2996.0,-2996.0,-2996.0,4880.0,5632.0,8299.0,10554.0,11946.0,12511.0,12626.0,14239.0,15359.0,15617.0,14993.0,33666.0,32289.0,31608.0,31456.0,31528.0,31722.0,31927.0,31756.0,27204.0,-12665.0,-13418.0,-15286.0,-16998.0,-17626.0,-18235.0,-18588.0,-19103.0,-20098.0,-19265.0,9394.0,10231.0,11103.0,11478.0,9877.0,7226.0,28717.0,492609.0,322812.0,113335.0,75557.0,133842.0,117538.0,11751.0,-52630.0,-117480.0,-171635.0,-16726.0,339063.0,156285.0
OSS,-7080.0,-12831.0,-8665.0,-5748.0,-4249.0,-934.0,325.0,3984.0,6298.0,8946.0,2141.0,2860.0,2473.0,299.0,-7038.0,12731.0,18636.0,24211.0,22083.0,13956.0,5746.0,-5003.0,-9268.0,-6243.0,-3255.0,10053.0,15871.0,19332.0,30848.0,26808.0,43439.0,3850.0,-172229.0,-33768.0,-101026.0,-41029.0,-12949.0,2951.0,1792.0,-257784.0,40886.0,52693.0,38056.0,-25208.0,-25552.0,-7830.0,412.0,4869.0,-278.0,-8314.0,-8109.0,-5216.0,-10354.0,-7622.0,651.0,8510.0,6567.0,24787.0,29734.0,31956.0,21631.0,28303.0,62878.0,16355.0
PAK,0.0,-66991.0,-65780.0,-64552.0,-63298.0,-62070.0,-61025.0,-59932.0,-58721.0,-57406.0,-58281.0,-68357.0,-69209.0,-58012.0,-34785.0,-1710.0,48238.0,85250.0,111386.0,450003.0,1078229.0,555032.0,294252.0,-4753.0,-319242.0,68860.0,111045.0,146364.0,38139.0,-17164.0,275242.0,-19668.0,-718387.0,-139493.0,-277100.0,11534.0,-60855.0,-55539.0,-112191.0,-134510.0,252869.0,-54727.0,-653758.0,-219118.0,-64669.0,-189899.0,-183933.0,576349.0,-140746.0,-18298.0,-431902.0,-890633.0,-1647989.0,-1906319.0,-2037920.0,-2172162.0,-2290411.0,-1574585.0,-1309611.0,-1177220.0,-559291.0,-565673.0,-1322625.0,-1619557.0
PAN,-2409.0,-2394.0,-2377.0,-2380.0,-2418.0,-2454.0,-2500.0,-2528.0,-2528.0,-2510.0,-2476.0,-2454.0,-2448.0,-2464.0,-2531.0,-2635.0,-2727.0,-2792.0,-2811.0,-2772.0,-2701.0,-2620.0,-2554.0,-2518.0,-2435.0,-2297.0,-2136.0,-1953.0,-1750.0,-1368.0,-854.0,-305.0,182.0,560.0,899.0,1221.0,1533.0,1820.0,2084.0,2341.0,2602.0,2856.0,3099.0,3352.0,3596.0,3843.0,4087.0,4330.0,4568.0,4765.0,4953.0,5167.0,5447.0,5926.0,7105.0,8648.0,10109.0,11059.0,11130.0,10623.0,5473.0,5473.0,7967.0,7262.0
PER,-7236.0,-7063.0,-9051.0,-10040.0,-12129.0,-12470.0,-13166.0,-13837.0,-13389.0,-12776.0,-15653.0,-20209.0,-24100.0,-28191.0,-33493.0,-34382.0,-34602.0,-25117.0,-19939.0,-17148.0,-11446.0,-11123.0,-7748.0,-4243.0,-6007.0,-13887.0,-33891.0,-34651.0,-31238.0,-33569.0,-29437.0,-61645.0,-41702.0,-51775.0,-39299.0,-46499.0,-38749.0,-32515.0,-24388.0,-55325.0,-92353.0,-129481.0,-157158.0,-181276.0,-194171.0,-221652.0,-231851.0,-236745.0,-235307.0,-219314.0,-181302.0,-148339.0,-118863.0,-95214.0,-50383.0,2421.0,96740.0,114382.0,339067.0,74270.0,55375.0,41868.0,33982.0,24783.0
PHL,-155354.0,-143597.0,-150903.0,-155267.0,-156342.0,-156782.0,-162127.0,-152812.0,-152017.0,-161517.0,-300923.0,-315363.0,-321491.0,-320091.0,-344674.0,-220296.0,-115730.0,-123608.0,-140372.0,-154684.0,-179832.0,-134484.0,-19912.0,-10229.0,-48739.0,-171539.0,-209835.0,-68149.0,-147523.0,-235884.0,-63296.0,-413300.0,-50338.0,-298337.0,-326539.0,-280327.0,-128251.0,-145334.0,178274.0,-18323.0,-33868.0,-247496.0,-268520.0,-248066.0,-273743.0,-326063.0,-566647.0,-225977.0,-498480.0,-164411.0,13556.0,-240005.0,95702.0,-218439.0,-196524.0,-390702.0,-309251.0,-263593.0,-163602.0,-6208.0,-47014.0,-85185.0,-221754.0,-164284.0
PLW,-70.0,-65.0,-54.0,-41.0,-27.0,-16.0,-18.0,-150.0,-194.0,-209.0,54.0,156.0,147.0,22.0,-282.0,-296.0,-296.0,-292.0,-285.0,-291.0,-179.0,120.0,132.0,144.0,157.0,179.0,135.0,125.0,126.0,113.0,156.0,193.0,193.0,193.0,211.0,258.0,312.0,297.0,280.0,243.0,120.0,65.0,67.0,71.0,79.0,-250.0,-365.0,-372.0,-378.0,-382.0,-392.0,-405.0,-387.0,-28.0,-7.0,-11.0,-35.0,-33.0,-35.0,-46.0,0.0,-21.0,-20.0,-19.0
PNG,-2034.0,-10409.0,-12141.0,-15189.0,-17730.0,-18532.0,-17454.0,-19767.0,-19188.0,-18994.0,-18773.0,-18945.0,-20303.0,-21803.0,-22771.0,-23562.0,-24198.0,-24722.0,-25208.0,-25618.0,-25638.0,-25383.0,-25355.0,-25465.0,-25487.0,-25470.0,-25495.0,-25720.0,-26232.0,-19824.0,2398.0,26830.0,36622.0,38220.0,39669.0,40962.0,41994.0,42787.0,43091.0,42519.0,41855.0,41962.0,42657.0,43639.0,44811.0,46014.0,47191.0,48203.0,48985.0,49647.0,50106.0,40690.0,37893.0,35280.0,32840.0,30580.0,28473.0,26513.0,24684.0,22978.0,10703.0,10703.0,-787.0,-787.0
POL,-6306.0,-20044.0,-31021.0,-13770.0,-23273.0,-21658.0,-17158.0,-25479.0,-11905.0,-26744.0,-66859.0,-31767.0,-15004.0,-29335.0,-18273.0,-31346.0,-25716.0,-33496.0,-62936.0,-22162.0,-42420.0,-16155.0,-34980.0,-26724.0,-18402.0,-27277.0,-22520.0,-32310.0,-101671.0,-49192.0,-50339.0,-55342.0,-46893.0,-48805.0,-41845.0,-52989.0,-45349.0,-44230.0,-39509.0,-53035.0,-15921.0,-16648.0,-16462.0,-19039.0,-38216.0,-41942.0,-68882.0,-51235.0,-42288.0,-8283.0,119623.0,45951.0,4635.0,12402.0,5525.0,3887.0,-5675.0,-21535.0,-223.0,7696.0,3920.0,2251.0,967744.0,-7824.0
PRE,-92553.0,-36531.0,-61414.0,-55089.0,-11924.0,-9579.0,-26946.0,8144.0,9665.0,-64792.0,-29223.0,-176283.0,-192561.0,126321.0,10791.0,20821.0,-238610.0,-11174.0,777942.0,250233.0,-999244.0,-2395804.0,-310017.0,-683000.0,110525.0,-542748.0,-575511.0,-774412.0,-1010396.0,-646707.0,-1967571.0,-1346221.0,947438.0,1445552.0,2581693.0,-430127.0,-1968502.0,-886813.0,224951.0,-434403.0,-1024016.0,-377233.0,655419.0,-297428.0,-566874.0,-183999.0,-1860279.0,-2325643.0,33652.0,-596324.0,-792863.0,-320754.0,-38658.0,-84153.0,-529500.0,-896912.0,-66008.0,-62669.0,-17961.0,-357440.0,178643.0,-857807.0,-976233.0,-812057.0
PRI,-26328.0,-18268.0,-20180.0,-21180.0,-22169.0,-24057.0,-19282.0,-17776.0,-16164.0,-18060.0,-6440.0,-4917.0,-1444.0,-917.0,-1495.0,-731.0,-2483.0,-3925.0,-3337.0,681.0,-5094.0,-7391.0,-7383.0,-7250.0,-6072.0,-8143.0,-11985.0,-11183.0,-10611.0,-12434.0,-6865.0,-4857.0,-4198.0,-6207.0,-6385.0,-5930.0,-6559.0,-8067.0,-4606.0,-4607.0,-19394.0,-24907.0,-25268.0,-24947.0,-26695.0,-27139.0,-27499.0,-24762.0,-21734.0,-18849.0,-30960.0,-38545.0,-41108.0,-42641.0,-41932.0,-42912.0,-41237.0,-149999.0,10304.0,10623.0,-7410.0,-7410.0,16704.0,19833.0
PRK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-517.0,-3094.0,-3512.0,-3745.0,-3706.0,-3443.0,-3142.0,-2884.0,-2763.0,-2717.0,-2758.0,-2861.0,-2948.0,-3021.0,-3051.0,-3058.0,-3053.0,-2957.0,-2919.0,-2933.0,-3042.0,-3208.0,-3222.0,-3224.0,-3225.0,-3142.0,-1585.0,-1585.0,-1997.0,-1997.0
PRT,-95886.0,-112768.0,-113947.0,-116874.0,-118763.0,-123855.0,-129233.0,-136232.0,-145200.0,-161114.0,-191862.0,48944.0,39058.0,39748.0,41254.0,42262.0,40490.0,37779.0,34345.0,32434.0,29881.0,-7938.0,-15006.0,-16568.0,-16658.0,-19183.0,-20000.0,-23142.0,-26595.0,-30615.0,-34855.0,-37914.0,-11847.0,8561.0,20761.0,26971.0,32640.0,36922.0,40931.0,49572.0,60586.0,55565.0,42169.0,24740.0,13928.0,15537.0,16754.0,21064.0,9478.0,14532.0,-5627.0,-31513.0,-37083.0,-36342.0,-26447.0,-3209.0,-775.0,13979.0,22495.0,63031.0,54076.0,69606.0,68696.0,29102.0
PRY,-16811.0,-16972.0,-16175.0,-14086.0,-13915.0,-13715.0,-13538.0,-13346.0,-13132.0,-12859.0,-12579.0,-10446.0,-7642.0,-4346.0,-3478.0,-3807.0,-4066.0,-4201.0,-4066.0,-3570.0,-2808.0,-2477.0,-2725.0,-2845.0,-3769.0,-3562.0,-3460.0,-3445.0,-3557.0,-4009.0,-4685.0,-5420.0,-6035.0,-6431.0,-6999.0,-7653.0,-8273.0,-8704.0,-9276.0,-11362.0,-15884.0,-27676.0,-36918.0,-39941.0,-40907.0,-42173.0,-44568.0,-45914.0,-44679.0,-40112.0,-26169.0,-20427.0,-17763.0,-17232.0,-16989.0,-16834.0,-16737.0,-16630.0,-16472.0,-16263.0,-8226.0,-8226.0,-12500.0,-12500.0
PSE,-17662.0,-18224.0,-18971.0,-21220.0,-31125.0,-36419.0,-47780.0,-55265.0,-54963.0,-45586.0,-31405.0,-17235.0,-7848.0,-6736.0,-8670.0,-11596.0,-14515.0,-16444.0,-16654.0,-16058.0,-15067.0,-13892.0,-9799.0,684.0,9108.0,-31640.0,-21071.0,50702.0,-3008.0,-3026.0,-476.0,2116.0,4411.0,5975.0,7434.0,8763.0,9810.0,10417.0,-13146.0,-13860.0,-11496.0,-25652.0,-35038.0,-35968.0,-32853.0,-28161.0,-23445.0,-20337.0,-23985.0,-25906.0,-26351.0,-26662.0,-26916.0,-26979.0,-27077.0,-22903.0,-22774.0,-25452.0,-25141.0,-24733.0,-12369.0,-12369.0,-5006.0,-24996.0
PSS,-3432.0,-3482.0,-3433.0,-3716.0,-3723.0,-4043.0,-6035.0,-9240.0,-8967.0,-8656.0,-9841.0,-10822.0,-11067.0,-11415.0,-9704.0,-9982.0,-8773.0,-9515.0,-9490.0,-9269.0,-9516.0,-9360.0,-10505.0,-11052.0,-11160.0,-10773.0,-12909.0,-17235.0,-19170.0,-20513.0,-21319.0,-22179.0,-21405.0,-22272.0,-23298.0,-24673.0,-21936.0,-16952.0,-17622.0,-18232.0,-20016.0,-20237.0,-21008.0,-21785.0,-22197.0,-22831.0,-23232.0,-23868.0,-26530.0,-25439.0,-16112.0,-16657.0,-16637.0,-16885.0,-16674.0,-16231.0,-15574.0,-14350.0,-14446.0,-23261.0,-12012.0,-13868.0,-10912.0,-10577.0
PST,408448.0,240405.0,574040.0,481732.0,1772593.0,946937.0,968851.0,-805617.0,1287555.0,1401684.0,1083859.0,1933715.0,1592900.0,1505020.0,1129028.0,662494.0,755903.0,699380.0,714391.0,949369.0,1498956.0,913874.0,567819.0,740674.0,642633.0,1000995.0,1290731.0,1311614.0,1890172.0,1965619.0,2610130.0,2492996.0,2634090.0,2218113.0,2293846.0,1689093.0,2101992.0,1824002.0,1230380.0,2348869.0,2474571.0,2874403.0,3541981.0,3608494.0,3522829.0,3405862.0,3163212.0,4105920.0,3787059.0,3250346.0,3303884.0,3516833.0,3316259.0,3522180.0,3660325.0,4643836.0,4371750.0,4407320.0,4521154.0,4489727.0,1868759.0,2349192.0,227864.0,3699917.0
PYF,-957.0,-1050.0,-942.0,156.0,131.0,114.0,141.0,199.0,291.0,407.0,542.0,479.0,512.0,544.0,546.0,526.0,474.0,715.0,1136.0,1193.0,1108.0,997.0,1025.0,684.0,-251.0,-308.0,-208.0,-193.0,-694.0,-889.0,-1105.0,-1096.0,-1173.0,-1304.0,-1271.0,-1184.0,-994.0,-455.0,-430.0,-734.0,-721.0,-712.0,-687.0,78.0,-6.0,-170.0,-383.0,-1110.0,-2940.0,-2886.0,-2917.0,-2601.0,-2182.0,-1744.0,-1953.0,-1899.0,-1802.0,-2183.0,-3802.0,-2816.0,-1443.0,-1348.0,-1348.0,-1348.0
QAT,1586.0,3186.0,3773.0,4283.0,4686.0,5083.0,5880.0,6637.0,7266.0,7790.0,10579.0,10644.0,10663.0,10641.0,10603.0,10549.0,10494.0,10445.0,10434.0,10466.0,10540.0,10644.0,10634.0,10462.0,10113.0,9797.0,6512.0,5405.0,5118.0,5045.0,5216.0,5562.0,5670.0,5670.0,5660.0,5634.0,5517.0,19547.0,22618.0,22815.0,22769.0,22456.0,22356.0,22234.0,12531.0,68993.0,204236.0,245703.0,165572.0,123217.0,90620.0,77228.0,77091.0,133520.0,194712.0,177467.0,119725.0,46719.0,12465.0,10557.0,-50433.0,24501.0,80004.0,39995.0
ROU,-55397.0,-54642.0,-56152.0,-58076.0,-59500.0,-60430.0,-25458.0,37282.0,33601.0,74851.0,71919.0,74473.0,61920.0,58651.0,6725.0,9125.0,18748.0,-28135.0,-31427.0,-29600.0,-16668.0,-20870.0,-4725.0,3093.0,-24629.0,-28108.0,-50450.0,-42868.0,-48911.0,-33866.0,-38157.0,-36824.0,-63200.0,-73475.0,-76246.0,-73779.0,-70799.0,-88734.0,-81366.0,-82590.0,-92451.0,-91154.0,-106585.0,-107139.0,-117432.0,-131176.0,-132777.0,-133089.0,-144368.0,-137953.0,-122364.0,-102769.0,-37589.0,-34910.0,-35448.0,-35751.0,-33073.0,-33081.0,-33018.0,-27909.0,-13202.0,-17731.0,89076.0,-27780.0
RUS,-234895.0,-204349.0,-177358.0,-168649.0,-148595.0,-138078.0,-111360.0,-116029.0,-83221.0,-64643.0,-264464.0,-134968.0,-111168.0,-107568.0,-51759.0,80069.0,113851.0,122316.0,108882.0,-5791.0,10440.0,36686.0,107520.0,200159.0,247026.0,280614.0,283553.0,275611.0,269862.0,89400.0,299863.0,125505.0,-1129589.0,507229.0,1271417.0,723875.0,587171.0,541387.0,528135.0,375468.0,550401.0,259614.0,1358944.0,256804.0,261519.0,263541.0,308370.0,365717.0,360840.0,350206.0,307555.0,309377.0,285977.0,289872.0,264698.0,384756.0,447645.0,396619.0,339972.0,336494.0,334094.0,314112.0,765629.0,27807.0
