economy,YR1960,YR1961,YR1962,YR1963,YR1964,YR1965,YR1966,YR1967,YR1968,YR1969,YR1970,YR1971,YR1972,YR1973,YR1974,YR1975,YR1976,YR1977,YR1978,YR1979,YR1980,YR1981,YR1982,YR1983,YR1984,YR1985,YR1986,YR1987,YR1988,YR1989,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023
CUW,-1530.0,-1306.0,-1381.0,-1431.0,-1454.0,-1477.0,-1460.0,-1446.0,-1405.0,-1384.0,-1392.0,-1401.0,-1553.0,-1841.0,-1870.0,-1901.0,-1928.0,-1949.0,-1972.0,-2001.0,-2026.0,-2116.0,-2248.0,-2295.0,-2327.0,-2351.0,-2364.0,-2381.0,-2391.0,-2405.0,-2419.0,-2428.0,-2574.0,-2776.0,-2829.0,-2847.0,-2872.0,-2900.0,-2931.0,-2963.0,-2995.0,-982.0,1035.0,1014.0,1006.0,438.0,489.0,533.0,541.0,484.0,242.0,1516.0,1469.0,1283.0,1063.0,842.0,645.0,537.0,25592.0,-9595.0,992.0,503.0,518.0,518.0
CYM,-24.0,-7.0,-6.0,1.0,16.0,28.0,37.0,41.0,39.0,43.0,294.0,500.0,375.0,460.0,493.0,492.0,484.0,456.0,413.0,425.0,588.0,578.0,629.0,648.0,649.0,646.0,649.0,663.0,646.0,700.0,998.0,982.0,1020.0,1040.0,1042.0,1039.0,1026.0,1004.0,974.0,960.0,1021.0,1026.0,1019.0,1003.0,1004.0,1002.0,997.0,990.0,975.0,951.0,978.0,1024.0,1060.0,1077.0,1105.0,1107.0,1094.0,1065.0,1011.0,859.0,810.0,965.0,942.0,921.0
CYP,3766.0,-3695.0,-3441.0,-3005.0,-3347.0,-4184.0,-3623.0,-3451.0,-3207.0,-2744.0,-2001.0,-1586.0,-1037.0,-2877.0,-8220.0,-4820.0,-1496.0,-521.0,-735.0,-1232.0,-2284.0,-1171.0,-46.0,2899.0,2485.0,2647.0,2362.0,2465.0,1727.0,1903.0,1371.0,1294.0,2562.0,10520.0,10305.0,10549.0,10506.0,10696.0,10942.0,11023.0,10753.0,11283.0,12814.0,12786.0,12583.0,12616.0,12110.0,12332.0,11887.0,11555.0,11793.0,12566.0,12237.0,11914.0,11599.0,11277.0,10951.0,10632.0,10311.0,9983.0,9653.0,9341.0,9014.0,8697.0
CZE,2748.0,-5712.0,-6886.0,-5753.0,-6122.0,-7545.0,-8675.0,-8137.0,-8111.0,-8133.0,-9353.0,-2598.0,-2755.0,-2625.0,-2919.0,-3057.0,-2727.0,-1968.0,-795.0,-13.0,1738.0,-372.0,-1018.0,-1971.0,-1481.0,-1173.0,-771.0,-1514.0,-1359.0,-2175.0,-3529.0,5568.0,6718.0,7197.0,6401.0,6459.0,6539.0,6664.0,6374.0,5965.0,4420.0,21749.0,26089.0,25997.0,26030.0,26203.0,26259.0,27887.0,29813.0,31270.0,34927.0,16841.0,5347.0,5427.0,6303.0,5037.0,5465.0,5747.0,5849.0,5553.0,4336.0,4111.0,329739.0,-14638.0
DEU,212666.0,27534.0,276505.0,205976.0,69825.0,338258.0,134107.0,-174155.0,293307.0,584017.0,-273498.0,450328.0,336015.0,386881.0,-15126.0,-207740.0,-79761.0,33881.0,117167.0,237705.0,324203.0,130713.0,-58121.0,-81349.0,-150771.0,103556.0,212822.0,174272.0,515962.0,761002.0,679702.0,602638.0,811606.0,462096.0,315585.0,398077.0,281280.0,93281.0,-754469.0,219280.0,174594.0,272875.0,218795.0,142009.0,81735.0,81351.0,-489056.0,-24772.0,-23341.0,46533.0,130116.0,295282.0,199143.0,462384.0,592338.0,1175283.0,517480.0,452988.0,403908.0,319082.0,203468.0,310264.0,981552.0,609553.0
DJI,886.0,1136.0,1695.0,2257.0,2846.0,3023.0,3014.0,3001.0,3001.0,4995.0,5004.0,6184.0,6690.0,7583.0,9910.0,13029.0,16028.0,17961.0,17788.0,14726.0,10121.0,5502.0,2450.0,2441.0,5452.0,9997.0,14543.0,17545.0,17242.0,33465.0,49970.0,21510.0,-65203.0,8896.0,-15756.0,-3163.0,2652.0,13625.0,10352.0,7046.0,5632.0,7629.0,5022.0,-5636.0,-5249.0,-3779.0,2719.0,1253.0,2148.0,2770.0,2129.0,2090.0,2104.0,2033.0,1900.0,1723.0,1623.0,1535.0,1435.0,1322.0,1300.0,1300.0,500.0,500.0
DMA,-759.0,-1044.0,-1028.0,-978.0,-911.0,-816.0,-715.0,-605.0,-488.0,-406.0,-847.0,-1022.0,-971.0,-882.0,-770.0,-678.0,-627.0,-634.0,-705.0,-802.0,-1035.0,-1420.0,-1588.0,-1615.0,-1614.0,-1617.0,-1642.0,-1661.0,-1653.0,-1651.0,-1722.0,-1183.0,-969.0,-1061.0,-984.0,-885.0,-838.0,-803.0,-805.0,-947.0,-973.0,-585.0,-248.0,-252.0,-254.0,-259.0,-316.0,-297.0,-264.0,-198.0,-206.0,307.0,-461.0,1376.0,-431.0,92.0,-2032.0,-234.0,-231.0,-228.0,-225.0,-224.0,-202.0,-199.0
DNK,-4047.0,3012.0,3900.0,594.0,1333.0,-2098.0,2011.0,1623.0,-3557.0,6687.0,20947.0,-1159.0,7053.0,7107.0,-437.0,-10672.0,3182.0,5548.0,5678.0,5808.0,803.0,-1741.0,235.0,1952.0,4325.0,9957.0,11463.0,6338.0,677.0,3720.0,8667.0,10827.0,11937.0,11411.0,10766.0,28958.0,17534.0,12269.0,11098.0,9520.0,10441.0,12192.0,9629.0,7228.0,5166.0,6887.0,10491.0,20560.0,25775.0,15551.0,17533.0,13495.0,16871.0,21359.0,27242.0,42284.0,33391.0,24561.0,18919.0,9488.0,10851.0,26887.0,60219.0,31006.0
DOM,-13344.0,-14511.0,-15389.0,-15889.0,-16059.0,-15978.0,-15701.0,-15324.0,-14901.0,-14531.0,-14255.0,-14156.0,-14262.0,-14594.0,-15402.0,-16425.0,-16866.0,-17077.0,-16909.0,-16296.0,-17485.0,-19809.0,-20886.0,-21582.0,-22239.0,-23388.0,-24772.0,-25850.0,-26552.0,-26984.0,-27397.0,-29351.0,-30262.0,-30719.0,-29610.0,-29873.0,-30018.0,-30034.0,-30108.0,-30228.0,-33256.0,-36441.0,-36575.0,-36657.0,-36851.0,-37063.0,-37170.0,-37076.0,-36723.0,-36561.0,-36587.0,-36687.0,-36737.0,-36673.0,-36543.0,-36375.0,-36219.0,-36069.0,-35934.0,-35797.0,-17957.0,-17957.0,-35153.0,-34915.0
DZA,-55212.0,-123928.0,-112676.0,-124175.0,-108798.0,-142810.0,-29832.0,-23983.0,-23870.0,-28535.0,-37058.0,-35141.0,-32832.0,-29938.0,-27605.0,300482.0,302662.0,5360.0,19317.0,24311.0,32879.0,39043.0,48660.0,61292.0,68774.0,75729.0,64381.0,24933.0,24376.0,-234.0,1962.0,-6945.0,44102.0,14289.0,430.0,37817.0,71139.0,87582.0,-13991.0,-5657.0,-16454.0,-26539.0,-36255.0,-39421.0,-38648.0,-51345.0,-44138.0,-25046.0,-2101.0,-4458.0,-10788.0,-20108.0,-26763.0,-30052.0,-30064.0,-27638.0,-6438.0,-14403.0,-27146.0,-27786.0,-10798.0,-10803.0,-14684.0,-25963.0
EAP,-102382.0,-91793.0,-99033.0,-117879.0,-1307774.0,-378976.0,-275180.0,966792.0,-184423.0,-189659.0,-527102.0,-416037.0,-471824.0,-557682.0,-576145.0,-366755.0,-253698.0,-109587.0,-213628.0,-366545.0,-282759.0,-188456.0,-73720.0,157476.0,30151.0,-87018.0,-186311.0,-86717.0,-297012.0,-421736.0,148408.0,-841889.0,144582.0,-456650.0,-489036.0,-58220.0,231802.0,281314.0,398779.0,-316682.0,-180196.0,-555874.0,-1199125.0,-1130524.0,-1296139.0,-644475.0,-844152.0,-763351.0,-719190.0,-375018.0,-193531.0,-655632.0,87349.0,-351854.0,-528520.0,-1000530.0,-123501.0,-126551.0,-255673.0,-645228.0,-105012.0,-369368.0,-517633.0,-746222.0
EAR,46031.0,137395.0,-182048.0,-114089.0,-251670.0,-601687.0,-851063.0,-336316.0,-1203615.0,-1219889.0,-564509.0,-1476833.0,-1055721.0,-1227973.0,-732902.0,-428134.0,-630949.0,-996916.0,-1649672.0,-599820.0,-238420.0,1918790.0,209750.0,257376.0,-419187.0,-283409.0,-519191.0,-209474.0,-466682.0,-582510.0,970041.0,-562975.0,-1587026.0,-2672434.0,-4220330.0,-859564.0,167717.0,-668291.0,-1382724.0,-1974316.0,-1662886.0,-2270822.0,-4416227.0,-2529975.0,-2045629.0,-3054076.0,-1654859.0,-2261490.0,-4140674.0,-2549650.0,-2324365.0,-3435478.0,-3905532.0,-4477911.0,-3657459.0,-3634629.0,-5251285.0,-5100703.0,-5097600.0,-3682277.0,-2085062.0,-1734630.0,-2358411.0,-2806208.0
EAS,-40790.0,-345103.0,-418395.0,-435635.0,-134097.0,-245021.0,-104386.0,-195209.0,211383.0,234885.0,13533.0,-173644.0,-357865.0,-459620.0,-422547.0,-372704.0,-297939.0,-153066.0,-261839.0,-474468.0,-366067.0,-233412.0,-140213.0,106912.0,-45360.0,-51031.0,114101.0,261004.0,80767.0,-61486.0,508029.0,-737242.0,231993.0,-353094.0,-343989.0,75959.0,405997.0,454195.0,550618.0,-183876.0,-65727.0,-309339.0,-1009626.0,-958969.0,-1067145.0,-319362.0,-348736.0,-163075.0,-83945.0,163850.0,268353.0,41658.0,812582.0,343334.0,169408.0,-211377.0,661801.0,638078.0,495816.0,87628.0,-27575.0,-509583.0,98599.0,-326194.0
ECA,207619.0,185063.0,167970.0,201260.0,216815.0,180176.0,290403.0,288977.0,282314.0,137436.0,-104690.0,50048.0,-6933.0,-74418.0,-80199.0,-135967.0,83962.0,75089.0,-6948.0,-322600.0,-230166.0,-338316.0,-173382.0,-164024.0,-255139.0,-284245.0,-272449.0,-300064.0,-137267.0,-382289.0,-562278.0,-485732.0,-1046164.0,-1126234.0,-1390793.0,-943167.0,-986186.0,-1177326.0,-1535851.0,-951345.0,-657772.0,-596927.0,-461874.0,-406473.0,-499111.0,-635706.0,-429284.0,-588331.0,-389071.0,-317840.0,-292154.0,-202066.0,29785.0,186549.0,697221.0,794379.0,159523.0,478993.0,-43852.0,-192835.0,-72867.0,-142173.0,-5779610.0,-700818.0
ECS,-148155.0,-119142.0,250566.0,176860.0,-15000.0,114143.0,232610.0,-174401.0,383678.0,508554.0,-773702.0,650478.0,568530.0,461232.0,41340.0,-171551.0,351469.0,364661.0,289186.0,129313.0,560593.0,-123133.0,-162755.0,74582.0,-958.0,260169.0,356133.0,240030.0,709495.0,479788.0,533566.0,490542.0,-1152430.0,80587.0,885171.0,-115098.0,91031.0,-316289.0,-1326106.0,294627.0,755617.0,784227.0,2691772.0,1705322.0,1526958.0,1213762.0,847456.0,1687859.0,1397409.0,1013530.0,1059732.0,1061485.0,1015653.0,1397555.0,2153574.0,3131478.0,2054153.0,2358700.0,1964911.0,1850271.0,1538379.0,1733764.0,-157949.0,1176758.0
ECU,-1746.0,-1317.0,-1315.0,-1254.0,-1130.0,-957.0,-710.0,-623.0,-582.0,-518.0,-1091.0,-1096.0,-1078.0,-1090.0,-1133.0,-1189.0,-1264.0,-1377.0,-1518.0,-1749.0,-517.0,-1605.0,-1282.0,578.0,249.0,-494.0,-3345.0,-4886.0,-10977.0,-16240.0,-21164.0,-32064.0,-29958.0,-41867.0,-44399.0,-45201.0,-46082.0,-47287.0,-42550.0,-43813.0,-40859.0,-35275.0,-28090.0,-22641.0,-20940.0,-16855.0,-12679.0,-9644.0,-8799.0,-8491.0,-8330.0,-8167.0,-7883.0,-6182.0,2273.0,14724.0,35461.0,53707.0,95482.0,54921.0,-10320.0,-28503.0,-23090.0,-21948.0
EGY,-2954.0,23184.0,25696.0,25109.0,20596.0,17605.0,10089.0,6286.0,-764.0,-6703.0,-35064.0,-56503.0,-55282.0,-55702.0,-60174.0,-62368.0,-115544.0,-73705.0,-73664.0,-64757.0,738.0,4140.0,51229.0,129242.0,122791.0,112411.0,31299.0,58678.0,66147.0,52648.0,406994.0,-33952.0,74950.0,-35669.0,-36738.0,-38920.0,-44272.0,-45599.0,78858.0,22026.0,27873.0,556.0,11205.0,9854.0,-3044.0,-37129.0,-118055.0,-173021.0,-192199.0,-175191.0,-194100.0,126170.0,-2626.0,130305.0,-92801.0,-193298.0,-71604.0,-80000.0,20788.0,7050.0,6016.0,6161.0,13707.0,305006.0
EMU,-103429.0,-197978.0,173898.0,135338.0,-22533.0,154196.0,84945.0,-361330.0,173073.0,377521.0,-426527.0,689771.0,630467.0,643419.0,234293.0,32456.0,207813.0,248487.0,321112.0,465360.0,847205.0,283294.0,-12265.0,36875.0,-34880.0,227359.0,331282.0,276037.0,649463.0,858006.0,823539.0,894517.0,1128286.0,693657.0,980927.0,101200.0,523013.0,367895.0,-368195.0,789930.0,755183.0,967566.0,1589466.0,1646907.0,1525801.0,1331335.0,718595.0,1565021.0,1097036.0,664668.0,566966.0,611467.0,383020.0,483665.0,686958.0,1404881.0,915891.0,1052782.0,1245870.0,1315824.0,984118.0,924167.0,2632553.0,1213745.0
ERI,1045.0,1235.0,1364.0,1368.0,1300.0,1188.0,1063.0,1004.0,1013.0,1199.0,1480.0,1758.0,1953.0,1985.0,1985.0,1985.0,1985.0,1985.0,1985.0,1985.0,1985.0,1985.0,1985.0,1853.0,772.0,-1073.0,-1073.0,-3613.0,-3612.0,-7330.0,-12425.0,-328546.0,-22293.0,33688.0,-25841.0,136105.0,-52421.0,-30768.0,-31951.0,-3769.0,-33133.0,41760.0,-6574.0,76703.0,-6374.0,-12835.0,-49998.0,-18131.0,17855.0,-24348.0,-13361.0,-32949.0,-43269.0,-33974.0,-75696.0,-52965.0,-55431.0,-38579.0,-21403.0,-29818.0,-14967.0,-14966.0,-17134.0,-15284.0
ESP,-154869.0,-46517.0,-45211.0,-44446.0,-41461.0,-42476.0,-41467.0,-42344.0,-46088.0,-49956.0,-60580.0,7363.0,7935.0,8624.0,105838.0,-218.0,2804.0,-1332.0,-2504.0,-5929.0,20166.0,2563.0,-7384.0,1241.0,2754.0,-589.0,-13540.0,-12681.0,-17663.0,-25892.0,-30684.0,122841.0,177544.0,160907.0,160407.0,162434.0,162704.0,165345.0,182926.0,178559.0,176269.0,181307.0,737880.0,658428.0,661158.0,629803.0,659720.0,772317.0,434135.0,129557.0,69406.0,60761.0,-153486.0,-250741.0,-97870.0,-1979.0,106474.0,201135.0,337467.0,464783.0,236854.0,144385.0,299779.0,119099.0
EST,7762.0,7991.0,8248.0,8410.0,8734.0,8851.0,8998.0,9115.0,9403.0,8650.0,6158.0,6392.0,6432.0,6488.0,6594.0,6737.0,6942.0,7189.0,7234.0,4521.0,4619.0,4789.0,4832.0,4986.0,5006.0,5097.0,5260.0,5389.0,5256.0,-368.0,-2660.0,-9712.0,-38391.0,-25501.0,-17984.0,-12655.0,-10540.0,-4066.0,-3296.0,1419.0,-3083.0,-3280.0,-2889.0,-3705.0,-3681.0,-5208.0,-5351.0,-2941.0,-2034.0,-2089.0,-3781.0,-3941.0,-3674.0,-2688.0,-674.0,4261.0,1081.0,5202.0,7089.0,5386.0,3694.0,7043.0,39754.0,5717.0
ETH,1696.0,6938.0,8960.0,9418.0,10749.0,16348.0,9160.0,14437.0,9992.0,7258.0,8589.0,-14510.0,-3375.0,347.0,-4232.0,-42540.0,-36125.0,-527133.0,-210991.0,-711455.0,-903529.0,628135.0,66702.0,68022.0,137632.0,157476.0,186227.0,251387.0,379966.0,242614.0,296014.0,859737.0,160106.0,141545.0,140715.0,91727.0,41456.0,-9119.0,-3011.0,29142.0,-49891.0,-19063.0,-12925.0,-13744.0,-25430.0,-44421.0,-30512.0,-381.0,-20780.0,16315.0,80213.0,116793.0,119517.0,80955.0,103122.0,62785.0,115823.0,71766.0,9302.0,-10807.0,38866.0,-1377.0,-11996.0,-11996.0
EUU,-167571.0,-261762.0,92127.0,69020.0,-86748.0,92966.0,59715.0,-345800.0,191190.0,469469.0,-374042.0,723385.0,656858.0,660745.0,227336.0,-25336.0,218630.0,201955.0,182960.0,436045.0,780858.0,228666.0,-68620.0,-2589.0,-83647.0,157102.0,268980.0,211200.0,512426.0,689362.0,676023.0,741577.0,953041.0,618277.0,925723.0,14377.0,429796.0,251134.0,-469967.0,672703.0,673775.0,902221.0,1523588.0,1583811.0,1430224.0,1220827.0,610067.0,1481382.0,1020991.0,627112.0,656784.0,609533.0,414115.0,559014.0,777635.0,1510501.0,1025819.0,1145236.0,1355231.0,1415454.0,1066639.0,1023760.0,4206655.0,1304104.0
FCS,-21927.0,44412.0,13015.0,19741.0,34094.0,-2957.0,-22964.0,-8657.0,-7705.0,-100424.0,-184105.0,-199540.0,-221472.0,22189.0,-69505.0,-104293.0,-295612.0,-667138.0,347640.0,-477700.0,-1446654.0,-1749051.0,-524930.0,-967771.0,127825.0,-638267.0,-574846.0,-937217.0,-817375.0,-612646.0,-1274322.0,-324746.0,1382550.0,1373551.0,2587101.0,-183492.0,-1574665.0,-1064736.0,103372.0,-536658.0,-1403590.0,-724246.0,430030.0,-304859.0,-579407.0,-336437.0,-947814.0,-1462972.0,-308392.0,-323885.0,-616623.0,-902130.0,-553930.0,-1250234.0,-1856001.0,-2441878.0,-1292918.0,-1903385.0,-1407500.0,-1442679.0,-406304.0,-1268250.0,-6161479.0,-524166.0
FIN,-9489.0,-11828.0,-6852.0,-7624.0,-20414.0,-21731.0,-12059.0,-5353.0,-15561.0,-42207.0,-36579.0,12286.0,12613.0,11558.0,5891.0,-3807.0,-11843.0,-5697.0,-9348.0,-6612.0,-2212.0,5287.0,7109.0,6925.0,3972.0,2416.0,1491.0,831.0,1765.0,5775.0,8920.0,14515.0,9356.0,9036.0,3834.0,4325.0,3757.0,4925.0,4417.0,3604.0,2497.0,6241.0,5255.0,5929.0,6956.0,9251.0,10820.0,14027.0,15626.0,14877.0,14080.0,16798.0,17894.0,18164.0,15915.0,12655.0,17321.0,13356.0,11822.0,15671.0,17504.0,22484.0,60353.0,38156.0
FJI,-981.0,-943.0,-889.0,-838.0,-812.0,-832.0,-1623.0,-3576.0,-3857.0,-4050.0,-4371.0,-4624.0,-4848.0,-4989.0,-5414.0,-5577.0,-4370.0,-1550.0,-1609.0,-1502.0,-1632.0,-1558.0,-1509.0,-1565.0,-1421.0,-1452.0,-3943.0,-9602.0,-10138.0,-10685.0,-11081.0,-11603.0,-11802.0,-12071.0,-12300.0,-12448.0,-9902.0,-5318.0,-5654.0,-5892.0,-5909.0,-6167.0,-6106.0,-6411.0,-6484.0,-6523.0,-6562.0,-7406.0,-9812.0,-10052.0,-10354.0,-10396.0,-10114.0,-10703.0,-10493.0,-10401.0,-10441.0,-11607.0,-11738.0,-11873.0,-6008.0,-6008.0,-3557.0,-3289.0
FRA,143032.0,128618.0,141634.0,190925.0,163039.0,82879.0,96097.0,63018.0,113115.0,160403.0,182941.0,144321.0,101223.0,103910.0,26203.0,16139.0,59515.0,44918.0,18692.0,34295.0,54718.0,69365.0,81084.0,88166.0,76175.0,66149.0,51642.0,59890.0,69935.0,82052.0,43323.0,35201.0,61964.0,16892.0,-4232.0,-17128.0,-21463.0,-15255.0,20216.0,169448.0,171637.0,179476.0,191373.0,195616.0,200629.0,191417.0,132512.0,91973.0,79528.0,58032.0,52644.0,70178.0,103287.0,116297.0,52342.0,-345.0,15548.0,102984.0,132925.0,71972.0,145593.0,131465.0,179377.0,91862.0
FRO,-63.0,-119.0,-129.0,-136.0,-133.0,-116.0,-232.0,-285.0,-274.0,-242.0,-155.0,-41.0,-74.0,-86.0,-63.0,-38.0,-13.0,-3.0,106.0,80.0,119.0,129.0,130.0,124.0,118.0,15.0,16.0,31.0,22.0,28.0,-1203.0,-1256.0,-1280.0,-1321.0,-1310.0,61.0,51.0,81.0,109.0,70.0,301.0,342.0,327.0,325.0,319.0,-188.0,-179.0,-189.0,-206.0,-187.0,-780.0,32.0,8.0,48.0,85.0,499.0,541.0,634.0,676.0,670.0,548.0,662.0,614.0,599.0
FSM,193.0,193.0,193.0,-88.0,-88.0,-88.0,-88.0,-192.0,-192.0,-192.0,-192.0,-485.0,-484.0,-484.0,-484.0,-753.0,-753.0,-753.0,-291.0,-291.0,-291.0,-291.0,-291.0,-291.0,-291.0,-291.0,-291.0,-291.0,-994.0,-994.0,-993.0,-993.0,-589.0,-552.0,-1006.0,-2192.0,-2355.0,-2468.0,-2505.0,-2530.0,-2402.0,-2562.0,-2677.0,-2831.0,-2919.0,-2968.0,-3080.0,-3109.0,-3070.0,-2997.0,-1798.0,-1717.0,-1631.0,-1559.0,-1480.0,-1413.0,-1346.0,-1281.0,-1281.0,-1360.0,-680.0,-1190.0,-1159.0,-1134.0
GAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2650.0,1882.0,1130.0,639.0,608.0,680.0,792.0,899.0,972.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,990.0,1009.0,1110.0,1314.0,1555.0,1786.0,2055.0,2480.0,3086.0,3801.0,4582.0,5434.0,6830.0,8555.0,10382.0,12045.0,13441.0,15277.0,17274.0,18967.0,19973.0,19587.0,16565.0,12041.0,7398.0,4013.0,2886.0,2233.0,1506.0,1503.0,987.0,987.0
GBR,19953.0,52295.0,76443.0,8271.0,-23885.0,-24955.0,-27935.0,-39659.0,-38852.0,-60655.0,-15254.0,1175.0,-1406.0,-33840.0,-65710.0,-40241.0,-19135.0,-21636.0,3783.0,11255.0,-25187.0,-83876.0,-61152.0,27063.0,71107.0,83164.0,41836.0,8266.0,13952.0,49586.0,57132.0,27601.0,17846.0,27403.0,45339.0,61385.0,54964.0,59723.0,125541.0,152653.0,153917.0,175133.0,203577.0,211846.0,276077.0,308279.0,288923.0,309385.0,263390.0,249639.0,274811.0,228773.0,172088.0,237272.0,306091.0,347839.0,324649.0,272311.0,259744.0,232727.0,144221.0,462967.0,487029.0,445523.0
GEO,16740.0,18016.0,18981.0,19405.0,19377.0,18981.0,32869.0,34734.0,37031.0,34301.0,-1311.0,-10997.0,-11097.0,-10763.0,-10261.0,-9605.0,-8952.0,-8213.0,-9755.0,-14281.0,-12593.0,-12822.0,-12363.0,-10906.0,-12920.0,-15208.0,-14123.0,-10966.0,-12189.0,-85690.0,-108969.0,-111958.0,-121647.0,-154788.0,-147551.0,-130201.0,-133999.0,-133250.0,-127962.0,-131768.0,-135046.0,-110969.0,-58531.0,-31075.0,-30614.0,-31216.0,-31729.0,-32142.0,-32463.0,-32757.0,-36608.0,-37847.0,-39290.0,-40117.0,-16047.0,-13321.0,-10588.0,-7889.0,-5176.0,-5412.0,-2738.0,-2738.0,26999.0,2003.0
GHA,12181.0,-48777.0,-48017.0,-46516.0,-43480.0,-38519.0,-38143.0,-35666.0,-36683.0,-28752.0,-10233.0,-12238.0,-4589.0,-1168.0,-1197.0,-292.0,-2528.0,15243.0,18041.0,20291.0,-13564.0,-12296.0,7863.0,15276.0,-105655.0,-106855.0,-98099.0,-84648.0,-64810.0,-52293.0,-46789.0,-57878.0,-47736.0,-49792.0,-47120.0,-42558.0,-37113.0,-15409.0,-17564.0,-17304.0,-4206.0,36050.0,40573.0,28768.0,34433.0,21272.0,28536.0,32813.0,30506.0,22416.0,-3726.0,-720.0,1005.0,-2377.0,-6312.0,-13306.0,7009.0,-4913.0,-19375.0,-21857.0,-291.0,-11259.0,-10003.0,-10003.0
GIB,-338.0,-217.0,219.0,148.0,119.0,149.0,172.0,216.0,203.0,182.0,108.0,-102.0,-94.0,-96.0,-102.0,-121.0,-113.0,-145.0,-181.0,-213.0,-259.0,-298.0,-358.0,-388.0,-420.0,-451.0,-490.0,-516.0,-532.0,-580.0,-621.0,-504.0,-55.0,-80.0,-90.0,-115.0,-115.0,-131.0,-160.0,-176.0,-204.0,-282.0,342.0,343.0,338.0,328.0,288.0,273.0,256.0,248.0,255.0,213.0,155.0,209.0,189.0,171.0,401.0,421.0,442.0,475.0,514.0,561.0,613.0,689.0
GIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-345.0,-2844.0,-6906.0,-11543.0,-15782.0,-19065.0,-22637.0,-26221.0,-29220.0,-31004.0,-30933.0,-28770.0,-25287.0,-21367.0,-17920.0,-15265.0,-11439.0,-6965.0,-2900.0,-350.0,-637.0,-5150.0,107641.0,66718.0,-3285.0,45616.0,-8826.0,18021.0,-4973.0,-107614.0,-30903.0,-46183.0,-77450.0,-155020.0,-33450.0,-36934.0,-56036.0,-71015.0,-48078.0,-34311.0,-32925.0,-34007.0,-31327.0,-29069.0,-32808.0,-29136.0,-22741.0,-15117.0,-14189.0,-13718.0,-9187.0,-3240.0,-4365.0,-4373.0,-3997.0,-3997.0
GMB,2272.0,2272.0,2272.0,2272.0,2272.0,2272.0,2272.0,2617.0,2705.0,2757.0,2777.0,2817.0,2861.0,2907.0,2610.0,2979.0,3436.0,3969.0,4493.0,4898.0,5268.0,5438.0,5757.0,6713.0,7733.0,8373.0,8934.0,9563.0,10187.0,10765.0,11242.0,11530.0,9182.0,3131.0,-1586.0,-2797.0,-2948.0,-3098.0,-3291.0,-3493.0,-3670.0,-3882.0,-4067.0,-3713.0,-3636.0,-3209.0,-2666.0,-2320.0,-2204.0,-2259.0,-2456.0,-2360.0,-2332.0,-2476.0,-2793.0,-3224.0,-3486.0,-3696.0,-3944.0,-4186.0,-1949.0,-1949.0,-3000.0,-3000.0
GNB,-8007.0,-3575.0,-3960.0,-5993.0,-23936.0,-19928.0,-11006.0,1516.0,2769.0,-11033.0,1123.0,-13302.0,-1985.0,-1985.0,24290.0,28645.0,32113.0,33922.0,32936.0,-13801.0,-8086.0,-8291.0,-8539.0,-8729.0,-8812.0,-8812.0,-8748.0,-8622.0,-8473.0,-8296.0,-8151.0,1621.0,7531.0,8562.0,3174.0,-4376.0,-7369.0,-8176.0,-8163.0,-7686.0,-6971.0,-6239.0,-5712.0,-5487.0,-5144.0,-4662.0,-4142.0,-3676.0,-3313.0,-2821.0,-2257.0,-1760.0,-1442.0,-1395.0,-1393.0,-1393.0,-1392.0,-1398.0,-1396.0,-1395.0,-1394.0,-1395.0,-1400.0,-1400.0
GNQ,210.0,384.0,528.0,632.0,735.0,837.0,915.0,974.0,565.0,-2237.0,-6499.0,-10760.0,-13576.0,-13875.0,-12983.0,-11398.0,-9377.0,-7131.0,-4553.0,-235.0,4903.0,9605.0,12568.0,12766.0,11221.0,8816.0,6317.0,4482.0,3777.0,3545.0,3511.0,3642.0,3867.0,4175.0,4664.0,5300.0,6003.0,6696.0,7307.0,7846.0,26695.0,26919.0,27198.0,27696.0,28578.0,15548.0,16889.0,18433.0,19925.0,21235.0,22027.0,17604.0,17860.0,18106.0,18058.0,17697.0,17107.0,16399.0,15581.0,14695.0,0.0,6493.0,3997.0,3997.0
GRC,-15996.0,-61102.0,-74972.0,-77345.0,-76678.0,-81576.0,21206.0,-55853.0,-429.0,-118544.0,-54166.0,-12747.0,-3589.0,-42387.0,-22590.0,61265.0,89601.0,19193.0,60775.0,72184.0,47460.0,25061.0,19675.0,18655.0,19767.0,16093.0,19064.0,19005.0,20557.0,18862.0,26294.0,37917.0,41000.0,39829.0,42897.0,42674.0,43444.0,45671.0,47856.0,49930.0,54661.0,60387.0,25692.0,25323.0,29039.0,33297.0,27621.0,25400.0,27081.0,18182.0,2001.0,-31786.0,-65364.0,-59323.0,-46678.0,-43462.0,10484.0,10483.0,17938.0,36762.0,6353.0,-160277.0,-53997.0,-159430.0
